"satisfaction","customer_type","age","travel_type","cabin_class","flight_distance","seat_comfort","time_convenient","food_drink","gate_location","wifi","entertainment","online_support","ease_booking","onboard_service","legroom","baggage","checkin","cleanliness","online_boarding","dep_delay","arr_delay","row_id","arr_delay_res","midfly_delay","log_mid_delay","log_dep_delay"
"dissatisfied","disloyal Customer",26,"Business travel","Business",1565,3,0,4,3,1,4,1,1,4,2,5,4,5,1,0,0,51010,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",22,"Business travel","Eco",1676,3,0,4,3,5,4,5,5,3,5,5,3,5,5,0,0,51023,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",18,"Business travel","Eco",1243,3,1,3,2,1,3,1,1,2,4,3,1,3,1,0,0,51104,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",22,"Business travel","Eco",1325,3,1,3,2,5,3,1,5,1,4,2,4,3,5,15,0,51108,-15.4402010689901,-15,-2.77258872223978,2.77258872223978
"dissatisfied","disloyal Customer",21,"Business travel","Business",1598,3,1,3,4,1,3,1,1,1,3,3,4,3,1,0,4,51325,3.24253573299665,4,1.6094379124341,0
"dissatisfied","disloyal Customer",28,"Business travel","Business",2385,3,2,2,2,1,2,1,1,4,4,4,3,4,1,3,0,51448,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"dissatisfied","disloyal Customer",30,"Business travel","Eco",2012,3,2,2,3,4,2,2,4,4,4,3,4,3,4,0,0,51532,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",37,"Business travel","Eco",2190,3,2,2,5,5,2,5,5,4,2,4,3,2,5,20,3,51641,-17.3344466696524,-17,-2.89037175789616,3.04452243772342
"dissatisfied","disloyal Customer",23,"Business travel","Eco",1656,3,2,3,3,1,3,5,1,3,1,3,3,4,1,66,50,51829,-15.3615061957452,-16,-2.83321334405622,4.20469261939097
"dissatisfied","disloyal Customer",20,"Business travel","Eco",2124,3,2,3,3,1,3,1,1,3,3,3,1,4,1,3,0,51832,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"dissatisfied","disloyal Customer",24,"Business travel","Business",1864,3,2,3,4,4,3,3,4,4,3,4,2,3,4,45,39,51900,-5.80567467296372,-6,-1.94591014905531,3.8286413964891
"dissatisfied","disloyal Customer",21,"Business travel","Eco",923,3,2,3,4,5,3,5,5,1,3,3,3,4,5,0,11,51962,10.2425357329967,11,2.484906649788,0
"dissatisfied","disloyal Customer",22,"Business travel","Business",2322,3,3,2,4,1,2,1,1,3,4,4,2,4,1,0,0,52047,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",44,"Business travel","Business",2058,3,3,3,1,3,3,3,3,4,5,4,4,5,3,19,7,52115,-12.35559754952,-12,-2.56494935746154,2.99573227355399
"dissatisfied","disloyal Customer",37,"Business travel","Business",3399,3,3,3,1,3,3,3,3,5,4,5,3,4,3,69,44,52218,-24.2980535561426,-25,-3.25809653802148,4.24849524204936
"dissatisfied","disloyal Customer",50,"Business travel","Business",1199,3,3,3,2,1,3,5,1,4,2,4,5,5,1,0,0,52499,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",41,"Business travel","Business",1661,3,3,3,2,3,3,3,3,5,2,4,4,5,3,53,53,52574,0.363532365976651,0,0,3.98898404656427
"dissatisfied","disloyal Customer",41,"Business travel","Business",1494,3,3,3,2,2,3,2,2,1,3,4,3,3,2,25,16,52575,-9.22869227031467,-9,-2.30258509299405,3.25809653802148
"dissatisfied","disloyal Customer",34,"Business travel","Eco",1839,3,3,3,2,5,3,5,5,3,1,5,1,3,5,0,2,52858,1.24253573299665,2,1.09861228866811,0
"dissatisfied","disloyal Customer",34,"Business travel","Eco",2251,3,3,3,2,1,3,1,1,3,4,1,5,2,1,0,0,52916,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",30,"Business travel","Eco",1309,3,3,3,2,5,3,5,5,4,3,3,1,3,5,8,1,52934,-7.58825722806297,-7,-2.07944154167984,2.19722457733622
"dissatisfied","disloyal Customer",25,"Business travel","Eco",2618,3,3,3,3,5,3,5,5,4,3,4,2,4,5,5,12,53173,6.34829013233439,7,2.07944154167984,1.79175946922805
"dissatisfied","disloyal Customer",39,"Business travel","Business",1198,3,3,3,3,2,3,2,2,1,5,4,2,3,2,0,0,53363,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",27,"Business travel","Eco",2248,3,3,3,3,5,3,5,5,3,3,4,2,3,5,39,36,53574,-2.93257995216901,-3,-1.38629436111989,3.68887945411394
"dissatisfied","disloyal Customer",36,"Business travel","Business",1283,3,3,3,3,5,3,5,5,3,2,4,5,4,5,0,0,53599,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",30,"Business travel","Business",2341,3,3,3,3,4,3,4,4,4,3,5,4,4,4,0,0,53780,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",28,"Business travel","Business",1994,3,3,3,3,1,3,1,1,5,4,5,4,4,1,8,20,53884,11.411742771937,12,2.56494935746154,2.19722457733622
"dissatisfied","disloyal Customer",44,"Business travel","Eco",2003,3,3,3,3,3,3,2,3,2,1,3,1,4,3,0,0,53918,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",27,"Business travel","Business",2583,3,3,3,3,1,3,1,1,3,3,4,3,4,1,0,0,53962,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",37,"Business travel","Eco",1786,3,3,3,3,1,3,1,1,4,2,4,4,3,1,44,62,54082,18.1731744471687,18,2.94443897916644,3.80666248977032
"dissatisfied","disloyal Customer",27,"Business travel","Eco",1802,3,3,3,3,5,3,5,5,1,1,3,3,3,5,68,78,54129,10.6807955639899,10,2.39789527279837,4.23410650459726
"dissatisfied","disloyal Customer",36,"Business travel","Eco",1677,3,3,3,3,2,3,1,2,1,2,3,2,4,2,0,0,54192,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",27,"Business travel","Eco",2527,3,3,3,4,2,3,2,2,2,3,4,2,4,2,55,43,54428,-11.5941658742882,-12,-2.56494935746154,4.02535169073515
"dissatisfied","disloyal Customer",23,"Business travel","Eco",2418,3,3,3,4,4,3,4,4,1,1,3,4,4,4,0,0,54574,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",21,"Business travel","Eco",1965,3,3,3,4,3,3,3,3,5,2,4,5,4,3,7,0,54886,-7.60940810793052,-7,-2.07944154167984,2.07944154167984
"dissatisfied","disloyal Customer",24,"Business travel","Eco",2002,3,3,3,4,3,3,3,3,4,1,4,2,3,3,72,77,55050,5.76539908346005,5,1.79175946922805,4.29045944114839
"dissatisfied","disloyal Customer",38,"Business travel","Eco",1443,3,3,3,4,4,3,4,4,1,4,3,1,4,4,0,0,55131,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",27,"Business travel","Eco",1676,3,3,3,4,3,3,1,3,1,3,4,2,4,3,0,0,55186,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",20,"Business travel","Eco",3091,3,3,3,5,3,3,3,1,3,3,3,3,4,3,3,72,55220,68.3059883725993,69,4.24849524204936,1.38629436111989
"dissatisfied","disloyal Customer",11,"Business travel","Eco",2379,3,3,3,5,3,3,3,3,4,3,5,4,4,3,4,2,55309,-2.67286074753316,-2,-1.09861228866811,1.6094379124341
"dissatisfied","disloyal Customer",32,"Business travel","Eco",2422,3,3,3,5,5,3,5,5,4,3,4,4,2,5,0,0,55345,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",22,"Business travel","Eco",1432,3,4,2,2,1,2,1,1,3,3,4,5,4,1,0,0,55456,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",38,"Business travel","Eco",2054,3,4,3,1,1,3,1,1,4,3,2,4,2,1,0,12,55503,11.2425357329967,12,2.56494935746154,0
"dissatisfied","disloyal Customer",22,"Business travel","Eco",2037,3,4,3,2,3,2,2,4,4,4,5,2,4,2,153,154,55535,3.4786203527314,1,0.693147180559945,5.03695260241363
"dissatisfied","disloyal Customer",42,"Business travel","Eco",1632,3,4,3,2,1,3,1,1,5,4,2,5,2,1,0,0,55543,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",52,"Business travel","Eco",2512,3,4,3,3,3,4,4,3,4,4,4,4,4,4,134,129,55576,-2.92324636475201,-5,-1.79175946922805,4.90527477843843
"dissatisfied","disloyal Customer",25,"Business travel","Eco",1755,3,4,3,3,1,3,1,1,2,1,3,4,4,1,10,0,55604,-10.5459554683279,-10,-2.39789527279837,2.39789527279837
"dissatisfied","disloyal Customer",20,"Business travel","Eco",1698,3,4,3,4,4,3,3,4,4,5,4,3,5,4,0,0,55755,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",45,"Business travel","Business",1428,3,4,4,1,3,3,3,3,3,3,5,4,4,3,0,2,55872,1.24253573299665,2,1.09861228866811,0
"dissatisfied","disloyal Customer",26,"Business travel","Business",2369,3,4,4,2,2,4,5,2,5,4,5,5,5,2,0,0,55939,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",31,"Business travel","Eco",3339,3,4,4,3,1,3,1,1,3,5,4,1,4,1,21,0,55953,-21.3132957897849,-21,-3.09104245335832,3.09104245335832
"dissatisfied","disloyal Customer",27,"Business travel","Eco",2148,3,4,4,3,2,3,2,2,3,3,4,3,3,2,0,0,55955,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",12,"Business travel","Eco",2322,3,4,4,3,4,1,5,3,3,4,3,5,2,5,193,189,56030,-0.67534445256671,-4,-1.6094379124341,5.26785815906333
"dissatisfied","disloyal Customer",25,"Business travel","Business",1709,3,5,3,2,2,3,2,2,4,5,4,5,4,2,0,0,56205,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",23,"Business travel","Eco",1633,3,5,3,2,3,3,3,3,4,4,5,5,5,3,4,8,56227,3.32713925246684,4,1.6094379124341,1.6094379124341
"dissatisfied","disloyal Customer",25,"Business travel","Business",1892,3,5,3,3,5,3,5,5,3,2,4,4,4,5,0,8,56245,7.24253573299665,8,2.19722457733622,0
"dissatisfied","disloyal Customer",25,"Business travel","Business",1957,4,0,3,3,4,3,4,4,3,4,5,3,5,4,1,0,56417,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"dissatisfied","disloyal Customer",38,"Business travel","Eco",2198,4,0,4,1,3,4,3,3,2,4,1,1,1,3,0,0,56543,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",20,"Business travel","Business",2681,4,0,4,1,5,4,5,5,3,3,4,5,5,5,5,0,56562,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"dissatisfied","disloyal Customer",21,"Business travel","Eco",1519,4,0,4,1,4,4,4,4,3,5,5,4,4,4,0,0,56571,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",25,"Business travel","Business",2386,4,0,4,2,5,4,5,5,5,5,4,3,4,5,0,22,56621,21.2425357329967,22,3.13549421592915,0
"satisfied","disloyal Customer",23,"Business travel","Eco",1563,4,0,4,2,5,4,4,5,3,2,4,3,4,5,64,68,56630,4.59619204451967,4,1.6094379124341,4.17438726989564
"dissatisfied","disloyal Customer",23,"Business travel","Eco",1401,4,0,4,2,1,4,1,1,5,2,5,4,4,1,0,0,56727,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",26,"Business travel","Eco",1771,4,0,4,3,3,4,1,3,4,2,2,3,3,3,0,0,56852,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",22,"Business travel","Business",1423,4,0,4,3,1,4,1,1,2,1,5,5,3,1,0,0,56903,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",22,"Business travel","Eco",1938,4,0,4,3,5,4,5,5,4,5,4,3,4,5,22,27,56969,4.70785509008269,5,1.79175946922805,3.13549421592915
"dissatisfied","disloyal Customer",32,"Business travel","Eco",1877,4,0,4,4,1,4,1,1,3,1,2,3,4,1,81,58,57072,-22.044242997732,-23,-3.17805383034795,4.40671924726425
"dissatisfied","disloyal Customer",38,"Business travel","Eco",1797,4,1,4,1,4,4,4,4,1,2,1,2,2,4,0,0,57330,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",47,"Business travel","Eco",1668,4,1,4,3,1,4,1,1,3,2,3,3,3,1,0,0,57424,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",22,"Business travel","Eco Plus",1443,4,2,4,1,5,4,5,5,1,5,2,1,2,5,0,0,57507,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",27,"Business travel","Eco",1727,4,2,4,4,5,4,5,5,4,3,4,4,3,5,2,7,57643,4.28483749273174,5,1.79175946922805,1.09861228866811
"dissatisfied","disloyal Customer",22,"Business travel","Eco",1988,4,2,4,4,2,4,2,2,3,5,4,4,4,2,37,34,57686,-2.9748817119041,-3,-1.38629436111989,3.63758615972639
"dissatisfied","disloyal Customer",24,"Business travel","Eco",1657,4,2,5,3,4,5,4,4,3,5,3,3,3,4,0,0,57726,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",22,"Business travel","Eco",2299,4,3,3,3,2,3,2,2,3,3,5,3,2,2,7,0,57864,-7.60940810793052,-7,-2.07944154167984,2.07944154167984
"dissatisfied","disloyal Customer",57,"Business travel","Eco",1172,4,3,4,1,1,4,1,1,2,1,4,5,2,1,0,0,57941,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",45,"Business travel","Business",1899,4,4,4,1,4,4,4,4,5,5,5,5,4,4,0,0,58222,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",38,"Business travel","Business",1587,4,4,4,1,5,4,4,5,5,4,5,4,5,5,0,0,58296,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",19,"Business travel","Eco",2396,4,4,4,1,1,4,1,1,3,2,4,3,4,1,4,5,58371,0.327139252466841,1,0.693147180559945,1.6094379124341
"dissatisfied","disloyal Customer",34,"Business travel","Business",1957,4,4,4,1,3,4,3,3,5,4,3,1,5,3,0,0,58375,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",30,"Business travel","Business",2577,4,4,4,1,1,4,1,1,5,3,4,5,4,1,0,7,58396,6.24253573299665,7,2.07944154167984,0
"satisfied","disloyal Customer",26,"Business travel","Business",2222,4,4,4,1,1,4,1,1,5,2,5,3,5,1,0,0,58480,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",23,"Business travel","Eco",2177,4,4,4,1,3,4,3,3,3,4,3,4,5,3,0,0,58521,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",19,"Business travel","Eco",3112,4,4,4,2,5,4,5,5,5,3,3,4,5,5,19,3,58593,-16.3555975495199,-16,-2.83321334405622,2.99573227355399
"satisfied","disloyal Customer",49,"Business travel","Business",2852,4,4,4,2,5,4,5,5,5,3,4,3,4,5,9,0,58596,-9.56710634819542,-9,-2.30258509299405,2.30258509299405
"dissatisfied","disloyal Customer",21,"Business travel","Eco",1839,4,4,4,2,2,4,2,2,4,4,2,2,3,2,43,34,58856,-8.84797643269882,-9,-2.30258509299405,3.78418963391826
"dissatisfied","disloyal Customer",44,"Business travel","Eco",2144,4,4,4,2,4,4,4,4,5,3,5,1,1,4,0,0,58889,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",59,"Business travel","Business",1598,4,4,4,3,1,4,1,1,4,5,4,5,4,1,0,0,58974,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",58,"Business travel","Business",1995,4,4,4,3,1,4,1,1,3,4,4,4,4,1,0,0,58979,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",43,"Business travel","Eco",2582,4,4,4,3,2,4,2,2,4,5,2,2,4,2,9,1,59005,-8.56710634819542,-8,-2.19722457733622,2.30258509299405
"dissatisfied","disloyal Customer",46,"Business travel","Eco Plus",1991,4,4,4,3,1,4,1,1,4,3,2,5,4,1,2,0,59073,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"dissatisfied","disloyal Customer",49,"Business travel","Eco",2266,4,4,4,3,3,4,1,3,1,4,4,3,3,3,36,13,59546,-22.9960325917716,-23,-3.17805383034795,3.61091791264422
"dissatisfied","disloyal Customer",28,"Business travel","Eco",1766,4,4,4,3,1,4,1,1,3,4,2,4,2,1,12,0,59642,-12.5036537085928,-12,-2.56494935746154,2.56494935746154
"dissatisfied","disloyal Customer",34,"Business travel","Business",2345,4,4,4,4,5,4,5,5,4,4,4,4,5,5,0,0,60122,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",24,"Business travel","Eco",2339,4,4,4,4,5,4,5,5,5,3,4,4,4,5,0,12,60141,11.2425357329967,12,2.56494935746154,0
"dissatisfied","disloyal Customer",28,"Business travel","Eco Plus",1748,4,4,4,4,5,4,5,5,2,3,3,3,3,5,0,0,60250,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",27,"Business travel","Business",1760,4,4,4,4,1,4,3,1,3,3,5,5,5,1,1,3,60262,1.2636866128642,2,1.09861228866811,0.693147180559945
"dissatisfied","disloyal Customer",37,"Business travel","Eco",1746,4,4,4,5,4,4,4,4,4,3,5,5,1,4,0,0,60673,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",25,"Business travel","Business",1467,5,0,5,1,4,5,4,4,3,3,4,4,5,4,8,14,61212,5.41174277193703,6,1.94591014905531,2.19722457733622
"satisfied","disloyal Customer",24,"Business travel","Business",1730,5,0,5,1,3,5,4,3,5,3,4,4,5,3,0,0,61233,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",23,"Business travel","Business",1309,5,0,5,1,1,5,1,1,4,3,4,4,4,1,0,0,61259,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",18,"Business travel","Business",1610,5,0,5,2,5,5,5,5,3,3,5,5,5,5,17,0,61427,-17.397899309255,-17,-2.89037175789616,2.89037175789616
"satisfied","disloyal Customer",23,"Business travel","Eco",2310,5,0,5,3,5,5,5,5,3,2,4,3,5,5,1,0,61468,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","disloyal Customer",24,"Business travel","Eco Plus",1373,5,0,5,3,2,5,2,2,4,5,1,5,3,2,0,0,61495,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",23,"Business travel","Business",1854,5,0,5,3,2,5,4,2,3,2,5,3,5,2,130,121,61514,-7.00784988422221,-9,-2.30258509299405,4.87519732320115
"satisfied","disloyal Customer",25,"Business travel","Business",1955,5,0,5,4,2,5,4,2,5,2,3,4,5,2,2,0,61589,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","disloyal Customer",25,"Business travel","Business",1781,5,0,5,4,2,0,4,2,3,5,5,4,5,2,0,2,61605,1.24253573299665,2,1.09861228866811,0
"satisfied","disloyal Customer",20,"Business travel","Business",2226,5,0,5,4,4,5,4,4,4,3,4,3,5,4,0,0,61693,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",20,"Business travel","Eco",930,5,0,5,5,5,5,5,5,3,3,5,3,3,5,0,0,61784,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",20,"Business travel","Business",2355,5,3,5,1,1,5,1,1,3,3,4,3,5,1,1,0,61899,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","disloyal Customer",50,"Business travel","Business",2242,5,5,5,1,2,5,2,2,5,4,4,4,5,2,14,27,62256,12.5386480511423,13,2.63905732961526,2.70805020110221
"satisfied","disloyal Customer",39,"Business travel","Business",2101,5,5,5,1,5,5,5,5,3,5,4,4,4,5,0,44,62313,43.2425357329967,44,3.80666248977032,0
"satisfied","disloyal Customer",25,"Business travel","Eco",2482,5,5,5,1,1,5,1,1,5,5,4,3,4,1,0,0,62320,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",23,"Business travel","Eco",2446,5,5,5,1,1,5,1,1,5,5,4,4,5,1,0,0,62420,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",37,"Business travel","Business",2444,5,5,5,2,2,5,2,2,3,2,4,4,5,2,37,37,62560,0.0251182880958997,0,0,3.63758615972639
"satisfied","disloyal Customer",37,"Business travel","Business",2164,5,5,5,2,5,5,5,5,4,2,4,3,4,5,45,40,62563,-4.80567467296372,-5,-1.79175946922805,3.8286413964891
"satisfied","disloyal Customer",23,"Business travel","Business",2728,5,5,5,2,5,5,5,5,3,4,4,4,4,5,0,1,62683,0.242535732996651,1,0.693147180559945,0
"satisfied","disloyal Customer",22,"Business travel","Eco",2348,5,5,5,3,2,5,2,2,5,5,5,5,5,2,9,0,62912,-9.56710634819542,-9,-2.30258509299405,2.30258509299405
"satisfied","disloyal Customer",15,"Business travel","Eco",2268,5,5,5,3,5,5,5,5,4,5,3,2,5,5,0,0,62969,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",15,"Business travel","Eco",2731,5,5,5,4,5,5,5,5,1,2,5,2,4,5,0,1,63129,0.242535732996651,1,0.693147180559945,0
"satisfied","disloyal Customer",66,"Business travel","Business",2191,5,5,5,5,2,5,2,2,3,2,5,4,5,2,0,0,63247,-0.757464267003349,0,0,0
"satisfied","disloyal Customer",42,"Business travel","Eco",2228,5,5,5,5,5,5,5,5,4,1,5,2,1,5,0,0,63343,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Eco Plus",1808,0,0,0,1,5,0,5,5,2,2,3,1,5,5,0,0,63472,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",2977,0,0,0,1,5,5,4,4,4,4,4,3,4,3,0,0,63553,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",36,"Business travel","Business",376,0,0,0,2,5,4,5,5,5,5,5,3,5,3,13,0,63662,-13.4825028287252,-13,-2.63905732961526,2.63905732961526
"satisfied","Loyal Customer",67,"Business travel","Business",366,0,0,0,2,2,3,4,2,2,2,2,4,2,3,0,0,63686,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Business",304,0,0,0,2,2,4,5,3,3,3,3,5,3,3,0,0,63725,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",1872,0,0,0,2,5,5,4,2,2,2,2,3,2,5,0,0,63837,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",34,"Business travel","Business",3357,0,0,0,3,1,3,2,4,4,4,4,2,4,5,0,0,63891,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",2292,0,0,0,4,1,1,3,5,4,5,5,3,3,3,298,287,64307,-5.45450206647423,-11,-2.484906649788,5.70044357339069
"satisfied","Loyal Customer",32,"Business travel","Eco",4128,0,0,0,4,3,0,3,3,5,2,2,3,4,3,25,36,64311,10.7713077296853,11,2.484906649788,3.25809653802148
"satisfied","Loyal Customer",57,"Business travel","Business",293,0,0,0,4,4,4,5,2,2,2,2,5,2,3,0,0,64369,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",36,"Business travel","Business",290,0,0,0,4,4,5,5,4,4,4,4,5,4,5,0,0,64404,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",48,"Business travel","Business",306,0,0,0,5,4,5,4,3,3,3,3,4,3,3,0,0,64555,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",36,"Business travel","Business",94,0,4,0,1,2,5,5,3,3,3,3,5,3,5,0,0,64844,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Business",101,0,4,0,1,5,4,5,1,1,1,1,5,1,3,50,41,64869,-8.69992027362599,-9,-2.30258509299405,3.93182563272433
"satisfied","Loyal Customer",47,"Business travel","Business",3843,0,4,0,2,4,5,4,3,3,3,3,5,3,4,0,0,64934,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",47,"Business travel","Business",4039,0,4,0,3,3,4,4,4,4,3,3,5,4,4,0,1,64987,0.242535732996651,1,0.693147180559945,0
"satisfied","Loyal Customer",42,"Business travel","Business",88,0,4,0,5,3,4,4,5,5,5,5,5,5,3,18,2,65167,-16.3767484293875,-16,-2.83321334405622,2.94443897916644
"satisfied","Loyal Customer",53,"Business travel","Business",242,0,5,0,2,5,4,5,5,5,5,5,3,5,3,0,0,65291,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",28,"Business travel","Business",3193,0,5,0,2,2,2,2,2,4,3,2,1,5,2,0,0,65310,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",30,"Business travel","Business",3575,0,5,0,3,5,5,5,5,5,3,5,5,5,5,0,0,65378,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Business",2803,0,5,0,3,2,4,5,3,3,3,3,4,3,3,0,0,65381,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",36,"Business travel","Business",52,0,5,0,3,4,5,3,4,4,4,4,4,4,5,0,0,65389,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",127,0,5,0,3,2,5,4,4,4,4,4,5,4,4,0,0,65405,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",48,"Business travel","Business",2774,0,5,0,4,4,4,4,2,2,2,2,4,2,4,29,35,65467,5.85591124915552,6,1.94591014905531,3.40119738166216
"dissatisfied","Loyal Customer",39,"Business travel","Eco Plus",1981,1,0,0,4,4,0,4,4,2,1,3,4,4,4,0,6,65791,5.24253573299665,6,1.94591014905531,0
"dissatisfied","Loyal Customer",45,"Business travel","Business",3100,1,0,0,4,2,4,3,5,5,0,5,2,5,3,42,25,65794,-16.8691273125664,-17,-2.89037175789616,3.76120011569356
"dissatisfied","Loyal Customer",57,"Business travel","Business",332,1,5,5,5,2,1,1,1,1,1,1,1,1,3,30,29,65888,-1.12293787097693,-1,-0.693147180559945,3.43398720448515
"dissatisfied","Loyal Customer",64,"Business travel","Business",281,1,3,3,3,5,1,2,1,1,1,1,2,1,2,0,0,65890,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",50,"Business travel","Business",76,1,5,5,5,3,1,2,1,1,1,1,3,1,3,61,49,65903,-11.467260595083,-12,-2.56494935746154,4.12713438504509
"dissatisfied","Loyal Customer",65,"Business travel","Eco Plus",1737,1,1,1,1,1,1,1,1,4,3,1,3,2,1,43,39,65919,-3.84797643269882,-4,-1.6094379124341,3.78418963391826
"dissatisfied","Loyal Customer",38,"Business travel","Business",678,1,1,1,1,3,2,2,1,1,1,1,1,1,4,0,0,66102,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",58,"Business travel","Eco Plus",1836,1,2,2,2,1,1,1,1,4,1,3,2,4,1,8,14,66441,5.41174277193703,6,1.94591014905531,2.19722457733622
"dissatisfied","Loyal Customer",44,"Business travel","Business",1380,1,3,3,3,2,3,3,1,1,1,1,3,1,4,0,0,66527,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",53,"Business travel","Eco",805,1,3,3,3,2,3,3,1,1,1,1,1,1,1,10,0,66615,-10.5459554683279,-10,-2.39789527279837,2.39789527279837
"dissatisfied","Loyal Customer",50,"Business travel","Business",1092,1,1,1,1,4,4,4,1,1,1,1,3,1,4,0,0,66621,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",59,"Business travel","Business",3892,1,5,3,5,2,3,3,1,1,1,1,2,1,4,0,0,66696,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",43,"Business travel","Eco Plus",551,1,4,5,4,1,2,3,1,1,1,1,1,1,3,30,25,67052,-5.12293787097693,-5,-1.79175946922805,3.43398720448515
"dissatisfied","Loyal Customer",38,"Business travel","Eco",1498,1,1,4,1,1,1,1,1,2,2,3,3,4,1,119,109,67307,-8.24050956276524,-10,-2.39789527279837,4.78749174278205
"dissatisfied","Loyal Customer",76,"Business travel","Business",386,1,1,1,1,2,4,3,1,1,1,1,1,1,1,0,0,67363,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",36,"Business travel","Eco Plus",1591,1,4,4,4,1,1,1,1,1,3,3,1,4,1,8,16,67380,7.41174277193703,8,2.19722457733622,2.19722457733622
