"satisfaction","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Seat.comfort","Departure.Arrival.time.convenient","Food.and.drink","Gate.location","Inflight.wifi.service","Inflight.entertainment","Online.support","Ease.of.Online.booking","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Cleanliness","Online.boarding","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","structural_zero_flag","ArrivalDelay.Residual"
"dissatisfied","disloyal Customer",26,"Business travel","Business",1555,3,5,3,4,4,3,4,4,5,2,4,4,4,4,8,8,FALSE,-0.588257228062971
"dissatisfied","disloyal Customer",36,"Business travel","Eco",2353,3,5,3,4,5,3,5,5,4,4,2,4,4,5,0,0,FALSE,-0.757464267003349
"dissatisfied","disloyal Customer",21,"Business travel","Eco",2019,3,5,3,4,3,2,2,3,4,4,5,2,3,2,251,253,FALSE,6.55140657975102
"dissatisfied","disloyal Customer",38,"Business travel","Eco",1484,4,0,4,1,4,4,2,4,4,3,2,4,2,4,0,0,TRUE,-0.757464267003349
"dissatisfied","disloyal Customer",16,"Business travel","Eco",2264,4,0,4,1,3,4,3,3,4,4,5,4,5,3,0,0,TRUE,-0.757464267003349
"satisfied","disloyal Customer",22,"Business travel","Business",2520,4,0,4,1,2,4,2,2,3,5,4,5,4,2,0,0,TRUE,-0.757464267003349
"satisfied","disloyal Customer",21,"Business travel","Business",1714,4,0,4,1,3,4,3,3,2,5,5,3,5,3,14,10,TRUE,-4.46135194885769
"satisfied","disloyal Customer",25,"Business travel","Business",1578,4,0,4,2,4,4,4,4,5,4,4,3,4,4,2,0,TRUE,-2.71516250726825
"dissatisfied","disloyal Customer",25,"Business travel","Business",2249,4,0,4,2,2,4,2,2,5,4,4,4,4,2,0,14,TRUE,13.2425357329967
"satisfied","disloyal Customer",24,"Business travel","Business",2157,4,0,4,3,3,4,2,3,3,4,4,5,4,3,21,58,TRUE,36.6867042102151
"satisfied","disloyal Customer",21,"Business travel","Business",1833,4,0,4,3,2,4,2,2,3,5,4,5,4,2,0,0,TRUE,-0.757464267003349
"dissatisfied","disloyal Customer",65,"Business travel","Eco",1794,4,1,4,3,2,4,5,2,1,2,3,2,2,2,0,3,FALSE,2.24253573299665
"dissatisfied","disloyal Customer",37,"Business travel","Eco",1542,4,2,4,4,2,4,2,2,1,3,4,2,4,2,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",23,"Business travel","Eco",2649,4,3,3,1,4,3,4,4,4,3,5,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",52,"Business travel","Eco",2295,4,3,3,1,5,3,5,5,3,3,1,5,1,5,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",42,"Business travel","Business",2254,4,3,3,2,2,4,2,2,5,4,5,5,4,2,0,5,FALSE,4.24253573299665
"dissatisfied","disloyal Customer",28,"Business travel","Business",2364,4,3,3,2,2,3,2,2,5,3,4,3,4,2,37,36,FALSE,-0.9748817119041
"satisfied","disloyal Customer",15,"Business travel","Eco",2628,4,3,3,4,5,3,5,5,4,5,4,4,5,5,0,2,FALSE,1.24253573299665
"dissatisfied","disloyal Customer",16,"Business travel","Eco",2042,4,3,4,3,2,4,4,2,1,4,4,4,4,2,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",20,"Business travel","Business",1541,4,3,4,3,5,4,1,5,4,5,4,5,5,5,16,0,FALSE,-16.4190501891226
"dissatisfied","disloyal Customer",24,"Business travel","Eco",1704,4,3,4,4,2,4,2,2,1,2,3,4,3,2,13,7,FALSE,-6.48250282872523
"dissatisfied","disloyal Customer",22,"Business travel","Business",1494,4,3,4,4,4,4,4,4,3,2,4,1,3,4,90,94,FALSE,5.14611492107589
"dissatisfied","disloyal Customer",37,"Business travel","Business",1589,4,4,4,1,5,4,5,5,5,2,4,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",24,"Business travel","Eco",2739,4,4,4,2,1,4,1,1,3,2,5,5,4,1,23,0,FALSE,-23.2709940300498
"dissatisfied","disloyal Customer",62,"Business travel","Business",2022,4,4,4,3,1,4,1,1,3,5,5,4,5,1,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",23,"Business travel","Eco",2621,4,4,4,3,2,4,2,2,4,4,3,5,4,2,32,38,FALSE,5.91936388875816
"satisfied","disloyal Customer",38,"Business travel","Eco",3075,4,4,4,3,5,4,5,5,5,2,3,1,2,5,0,13,FALSE,12.2425357329967
"satisfied","disloyal Customer",40,"Business travel","Business",2105,4,4,4,3,5,4,5,5,5,3,4,3,5,5,0,4,FALSE,3.24253573299665
"satisfied","disloyal Customer",38,"Business travel","Business",1689,4,4,4,3,5,4,5,5,3,5,4,5,4,5,0,0,FALSE,-0.757464267003349
"dissatisfied","disloyal Customer",23,"Business travel","Eco",2564,4,4,4,3,4,4,4,4,3,4,2,5,2,4,0,2,FALSE,1.24253573299665
"dissatisfied","disloyal Customer",36,"Business travel","Business",2180,4,4,4,3,5,4,5,5,3,2,5,5,5,5,0,0,FALSE,-0.757464267003349
"dissatisfied","disloyal Customer",36,"Business travel","Business",1710,4,4,4,3,1,4,1,1,3,4,4,3,4,1,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",19,"Business travel","Eco",2308,4,4,4,3,4,4,4,4,4,3,3,5,4,4,15,0,FALSE,-15.4402010689901
"satisfied","disloyal Customer",28,"Business travel","Business",2228,4,4,4,3,2,4,2,2,5,4,4,5,4,2,3,0,FALSE,-3.69401162740071
"satisfied","disloyal Customer",27,"Business travel","Business",2704,4,4,4,3,3,4,3,3,3,3,5,3,4,3,27,17,FALSE,-10.1863905105796
"dissatisfied","disloyal Customer",27,"Business travel","Business",1304,4,4,4,3,5,4,5,5,1,4,4,2,4,5,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",24,"Business travel","Eco",2304,4,4,4,3,1,4,1,1,4,5,5,3,5,1,0,0,FALSE,-0.757464267003349
"dissatisfied","disloyal Customer",30,"Business travel","Eco",1890,4,4,4,3,2,4,2,2,5,1,4,1,3,2,22,NA,FALSE,NA
"dissatisfied","disloyal Customer",27,"Business travel","Eco",1742,4,4,4,4,2,4,2,2,1,1,4,2,3,2,6,18,FALSE,11.3694410122019
"dissatisfied","disloyal Customer",16,"Business travel","Eco",1895,4,4,4,4,1,4,1,1,3,4,4,3,4,1,27,29,FALSE,1.81360948942043
"dissatisfied","disloyal Customer",48,"Business travel","Business",1515,4,4,4,4,3,4,3,3,5,3,4,5,5,3,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",20,"Business travel","Eco",2472,4,4,4,4,4,4,4,4,4,2,3,3,4,4,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",37,"Business travel","Business",1582,4,4,4,4,4,4,4,4,5,4,4,3,5,4,0,0,FALSE,-0.757464267003349
"dissatisfied","disloyal Customer",29,"Business travel","Eco",2882,4,4,4,5,3,4,3,3,1,1,4,1,3,3,1,0,FALSE,-1.7363133871358
"satisfied","disloyal Customer",50,"Business travel","Business",3298,4,4,4,5,4,4,4,4,4,2,4,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",48,"Business travel","Business",2870,4,4,4,5,3,4,3,3,4,5,4,3,4,3,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",26,"Business travel","Business",2264,4,4,4,5,3,4,3,3,4,4,4,4,4,3,102,101,FALSE,0.399925479486469
"dissatisfied","disloyal Customer",24,"Business travel","Eco",2477,4,4,4,5,2,4,2,2,1,2,4,2,4,2,85,91,FALSE,7.04036052173816
"satisfied","disloyal Customer",19,"Business travel","Business",2101,4,4,5,3,2,5,2,2,5,5,5,4,4,2,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",24,"Business travel","Business",1425,4,5,4,1,2,4,2,2,5,4,5,4,4,2,0,0,FALSE,-0.757464267003349
"dissatisfied","disloyal Customer",23,"Business travel","Eco",2043,4,5,4,2,3,4,3,3,4,3,5,5,5,3,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",17,"Business travel","Business",2998,4,5,4,4,2,4,3,2,4,4,4,3,5,2,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",25,"Business travel","Business",1706,5,0,5,1,1,5,1,1,4,4,5,4,4,1,0,0,TRUE,-0.757464267003349
"satisfied","disloyal Customer",23,"Business travel","Business",1309,5,0,5,1,1,5,1,1,4,3,4,4,4,1,0,0,TRUE,-0.757464267003349
"satisfied","disloyal Customer",23,"Business travel","Eco",1873,5,0,5,2,3,0,3,3,3,3,5,4,5,3,0,0,TRUE,-0.757464267003349
"satisfied","disloyal Customer",20,"Business travel","Business",2190,5,0,5,2,2,5,2,2,3,3,5,5,5,2,100,92,TRUE,-6.64237628024863
"satisfied","disloyal Customer",26,"Business travel","Business",1045,5,0,5,3,1,5,1,1,3,3,4,4,5,1,14,12,TRUE,-2.46135194885769
"satisfied","disloyal Customer",22,"Business travel","Eco",1470,5,0,5,4,4,5,4,4,5,5,5,3,4,4,54,51,TRUE,-2.6153167541558
"satisfied","disloyal Customer",21,"Business travel","Business",2898,5,0,5,4,2,5,2,2,3,3,5,3,4,2,0,0,TRUE,-0.757464267003349
"satisfied","disloyal Customer",24,"Business travel","Eco",1198,5,0,5,4,3,5,4,3,4,2,5,3,3,3,0,0,TRUE,-0.757464267003349
"satisfied","disloyal Customer",20,"Business travel","Eco",1078,5,1,5,3,1,5,1,1,4,3,2,2,1,1,4,0,FALSE,-4.67286074753316
"satisfied","disloyal Customer",23,"Business travel","Eco",1681,5,4,5,4,3,5,3,3,4,3,4,4,4,3,9,0,FALSE,-9.56710634819542
"satisfied","disloyal Customer",20,"Business travel","Business",2346,5,5,4,5,2,4,2,2,5,2,3,4,4,2,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",25,"Business travel","Business",2986,5,5,5,1,5,5,5,5,4,4,4,5,5,5,0,21,FALSE,20.2425357329967
"satisfied","disloyal Customer",44,"Business travel","Business",1226,5,5,5,2,3,5,3,3,3,3,4,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",27,"Business travel","Business",3641,5,5,5,2,4,5,4,4,4,4,3,5,4,4,5,0,FALSE,-5.65170986766561
"satisfied","disloyal Customer",26,"Business travel","Business",2886,5,5,5,2,5,5,5,5,4,4,5,4,5,5,8,3,FALSE,-5.58825722806297
"satisfied","disloyal Customer",25,"Business travel","Eco",1660,5,5,5,3,3,5,3,3,5,1,4,1,4,3,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",37,"Business travel","Business",2288,5,5,5,4,2,5,2,2,5,4,4,3,5,2,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",26,"Business travel","Business",1450,5,5,5,4,3,4,3,3,3,2,4,3,5,3,3,0,FALSE,-3.69401162740071
"satisfied","disloyal Customer",24,"Business travel","Business",2468,5,5,5,4,2,5,2,2,4,5,5,5,4,2,0,0,FALSE,-0.757464267003349
"satisfied","disloyal Customer",20,"Business travel","Business",2384,5,5,5,4,5,5,5,5,3,2,5,5,5,5,52,29,FALSE,-22.6576185138909
"satisfied","Loyal Customer",60,"Business travel","Business",285,0,0,0,1,5,4,5,1,1,1,1,3,1,4,0,5,TRUE,4.24253573299665
"satisfied","Loyal Customer",56,"Business travel","Business",281,0,0,0,1,4,5,5,4,4,4,4,4,4,4,9,1,TRUE,-8.56710634819542
"satisfied","Loyal Customer",26,"Business travel","Business",1688,0,0,0,1,3,3,3,3,4,4,4,3,4,3,0,0,TRUE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",333,0,0,0,2,4,5,5,4,4,4,4,5,4,3,31,39,TRUE,7.89821300889062
"satisfied","Loyal Customer",45,"Business travel","Business",3905,0,0,0,2,2,5,5,3,3,3,3,3,3,5,10,4,TRUE,-6.54595546832788
"satisfied","Loyal Customer",58,"Business travel","Business",1958,0,0,0,2,5,5,5,5,5,5,5,4,5,3,8,0,TRUE,-8.58825722806297
"satisfied","Loyal Customer",60,"Business travel","Business",3387,0,0,0,2,4,5,5,4,4,4,2,5,4,5,4,4,TRUE,-0.672860747533159
"satisfied","Loyal Customer",57,"Business travel","Business",304,0,0,0,3,5,4,4,3,3,3,3,4,3,5,13,13,TRUE,-0.482502828725235
"satisfied","Loyal Customer",36,"Business travel","Business",1557,0,1,1,4,3,3,4,3,3,3,3,4,3,4,0,2,TRUE,1.24253573299665
"satisfied","Loyal Customer",42,"Business travel","Business",3356,0,3,0,1,3,2,1,2,2,2,2,3,2,5,9,2,TRUE,-7.56710634819542
"satisfied","Loyal Customer",21,"Business travel","Eco",1923,0,3,0,3,5,0,5,5,2,4,4,5,5,5,0,0,TRUE,-0.757464267003349
"satisfied","Loyal Customer",46,"Business travel","Business",74,0,4,0,1,1,3,3,3,3,3,3,2,3,5,0,0,TRUE,-0.757464267003349
"satisfied","Loyal Customer",46,"Business travel","Business",2218,0,4,0,2,4,4,5,4,4,4,4,3,4,3,0,0,TRUE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",2791,0,4,0,4,5,4,5,4,4,4,4,3,4,4,27,19,TRUE,-8.18639051057957
"satisfied","Loyal Customer",48,"Business travel","Business",2442,0,4,0,4,4,3,3,3,3,3,3,5,3,2,7,4,TRUE,-3.60940810793052
"satisfied","Loyal Customer",42,"Business travel","Business",218,0,4,1,1,4,5,5,3,3,3,3,4,3,4,7,0,TRUE,-7.60940810793052
"satisfied","Loyal Customer",38,"Business travel","Business",70,0,5,0,1,5,5,5,5,5,5,5,3,5,5,3,0,TRUE,-3.69401162740071
"satisfied","Loyal Customer",39,"Business travel","Business",2724,0,5,0,1,5,5,5,5,5,5,5,3,5,5,13,0,TRUE,-13.4825028287252
"satisfied","Loyal Customer",52,"Business travel","Business",55,0,5,0,1,4,4,5,5,5,5,5,5,5,3,0,0,TRUE,-0.757464267003349
"satisfied","Loyal Customer",54,"Business travel","Business",224,0,5,0,3,5,5,4,2,2,2,2,5,2,4,52,50,TRUE,-1.6576185138909
"satisfied","Loyal Customer",41,"Business travel","Business",237,0,5,0,4,1,3,1,5,5,2,2,1,5,1,0,2,TRUE,1.24253573299665
"satisfied","Loyal Customer",39,"Business travel","Business",2556,0,5,1,2,1,2,4,5,5,5,5,1,5,4,0,0,TRUE,-0.757464267003349
"dissatisfied","Loyal Customer",50,"Business travel","Eco",2020,1,0,0,2,2,1,2,2,4,2,2,4,2,2,0,5,TRUE,4.24253573299665
"dissatisfied","Loyal Customer",44,"Business travel","Business",1441,1,5,5,5,3,2,1,1,1,1,1,2,1,1,125,86,FALSE,-37.1136042835599
"dissatisfied","Loyal Customer",30,"Business travel","Business",4471,1,1,1,1,1,1,1,1,4,2,2,4,1,1,9,10,FALSE,0.432893651804577
"dissatisfied","Loyal Customer",14,"Business travel","Business",4455,1,3,3,3,1,1,1,1,1,3,2,3,2,1,10,17,FALSE,6.45404453167212
"dissatisfied","Loyal Customer",50,"Business travel","Business",76,1,5,5,5,3,1,2,1,1,1,1,3,1,3,61,49,FALSE,-11.467260595083
"dissatisfied","Loyal Customer",72,"Business travel","Business",1751,1,3,3,3,5,1,3,1,1,1,1,3,1,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",46,"Business travel","Eco",1746,1,3,3,3,4,3,2,1,1,1,1,1,1,3,36,4,FALSE,-31.9960325917716
"dissatisfied","Loyal Customer",22,"Business travel","Business",2796,1,1,1,1,1,1,1,1,4,3,2,1,3,1,6,0,FALSE,-6.63055898779807
"dissatisfied","Loyal Customer",39,"Business travel","Business",2005,1,2,2,2,3,2,2,1,1,1,1,3,1,1,0,13,FALSE,12.2425357329967
"dissatisfied","Loyal Customer",66,"Business travel","Eco Plus",1868,1,4,2,4,1,1,1,1,4,5,3,4,4,1,46,38,FALSE,-7.78452379309618
"dissatisfied","Loyal Customer",13,"Business travel","Business",3849,1,4,2,4,1,1,1,1,5,2,3,1,4,1,400,393,FALSE,0.702887680015523
"dissatisfied","Loyal Customer",57,"Business travel","Business",2149,1,1,1,1,4,4,3,1,1,1,1,2,1,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",57,"Business travel","Business",1499,1,2,2,2,5,4,3,1,1,1,1,2,1,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",55,"Business travel","Eco Plus",1905,1,3,3,3,1,1,1,1,4,2,4,2,3,1,0,2,FALSE,1.24253573299665
"dissatisfied","Loyal Customer",13,"Business travel","Business",2563,1,3,3,3,1,1,1,1,4,5,4,3,4,1,1,26,FALSE,24.2636866128642
"dissatisfied","Loyal Customer",52,"Business travel","Eco Plus",1799,1,4,4,4,1,1,1,1,4,2,4,2,3,1,0,2,FALSE,1.24253573299665
"dissatisfied","Loyal Customer",50,"Business travel","Eco",450,1,2,1,1,4,3,4,1,1,1,1,2,1,3,22,7,FALSE,-15.2921449099173
"dissatisfied","Loyal Customer",48,"Business travel","Eco",440,1,4,4,4,2,3,2,1,1,1,1,1,1,4,58,62,FALSE,4.46928676531438
"dissatisfied","Loyal Customer",45,"Business travel","Business",3481,1,4,4,4,3,3,4,1,1,1,1,4,1,2,3,2,FALSE,-1.69401162740071
"dissatisfied","Loyal Customer",39,"Business travel","Business",866,1,3,3,3,1,4,4,1,1,1,1,1,1,3,12,32,FALSE,19.4963462914072
"dissatisfied","Loyal Customer",47,"Business travel","Business",2450,1,2,2,2,3,4,4,1,1,1,1,1,1,3,10,0,FALSE,-10.5459554683279
"dissatisfied","Loyal Customer",46,"Business travel","Eco",629,1,3,3,3,2,3,2,1,1,1,1,2,1,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",22,"Business travel","Business",3474,1,1,1,1,1,1,1,1,1,1,4,4,3,1,0,18,FALSE,17.2425357329967
"dissatisfied","Loyal Customer",41,"Business travel","Eco",1847,1,5,2,2,1,1,1,1,1,1,4,1,3,1,27,35,FALSE,7.81360948942043
"dissatisfied","Loyal Customer",40,"Business travel","Eco",1645,1,2,4,4,1,1,1,1,1,1,3,2,3,1,5,0,FALSE,-5.65170986766561
"dissatisfied","Loyal Customer",15,"Business travel","Business",1475,1,1,1,1,1,1,1,1,1,5,4,2,4,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",43,"Business travel","Business",457,1,4,4,4,1,3,3,1,1,1,1,2,1,3,6,9,FALSE,2.36944101220194
"dissatisfied","Loyal Customer",40,"Business travel","Business",3627,1,4,4,4,4,3,3,1,1,1,1,4,1,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",41,"Business travel","Business",1887,1,3,3,3,5,2,3,1,1,1,1,4,1,4,11,0,FALSE,-11.5248045884603
"dissatisfied","Loyal Customer",23,"Business travel","Eco Plus",2157,1,2,2,2,1,1,1,1,3,2,4,4,4,1,8,16,FALSE,7.41174277193703
"dissatisfied","Loyal Customer",21,"Business travel","Eco Plus",2117,1,2,2,2,1,1,1,1,2,4,2,1,2,1,71,59,FALSE,-11.2557517964075
"dissatisfied","Loyal Customer",26,"Business travel","Business",3049,1,4,4,4,1,1,1,1,3,2,3,1,4,1,105,111,FALSE,7.46337811908911
"dissatisfied","Loyal Customer",55,"Business travel","Eco",614,1,5,5,5,4,3,3,1,1,1,1,3,1,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",48,"Business travel","Business",2836,1,4,4,4,5,4,3,1,1,1,1,3,1,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",30,"Business travel","Business",1980,1,2,2,2,1,1,1,1,2,2,3,3,3,1,43,41,FALSE,-1.84797643269882
"dissatisfied","Loyal Customer",44,"Business travel","Eco",2091,1,1,1,1,1,1,1,1,4,5,4,2,3,1,7,2,FALSE,-5.60940810793052
"dissatisfied","Loyal Customer",42,"Business travel","Eco",442,1,2,2,2,3,3,3,1,1,1,1,4,1,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",30,"Business travel","Business",4594,1,4,4,4,1,1,1,1,3,5,3,3,4,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",38,"Business travel","Eco",920,1,5,5,5,1,1,1,1,4,3,3,4,3,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",48,"Business travel","Business",369,1,1,1,1,4,4,4,1,1,1,1,3,1,4,37,30,FALSE,-6.9748817119041
"dissatisfied","Loyal Customer",55,"Business travel","Business",5121,2,3,3,3,1,2,1,3,1,4,3,1,4,1,204,208,FALSE,7.55731522597631
"dissatisfied","Loyal Customer",52,"Business travel","Business",2618,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",35,"Business travel","Business",242,3,2,2,2,5,4,3,1,1,1,3,4,1,3,13,9,FALSE,-4.48250282872523
"dissatisfied","Loyal Customer",39,"Business travel","Business",2909,3,2,2,2,2,3,3,1,1,1,3,3,1,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",55,"Business travel","Business",1990,1,1,5,1,2,3,4,1,1,2,1,5,1,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",50,"Business travel","Eco",2713,2,3,3,3,2,1,1,4,4,4,4,1,3,1,172,154,FALSE,-15.1195129297852
"dissatisfied","Loyal Customer",60,"Business travel","Business",3455,1,3,3,3,1,3,4,1,1,2,1,3,1,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",70,"Business travel","Business",3733,1,3,3,3,5,4,3,1,1,2,1,2,1,1,2,32,FALSE,29.2848374927317
"dissatisfied","Loyal Customer",31,"Business travel","Business",4809,1,5,5,5,1,2,1,1,2,3,4,1,4,1,2,0,FALSE,-2.71516250726825
"satisfied","Loyal Customer",44,"Business travel","Business",615,5,4,5,5,4,4,4,1,1,2,1,4,1,4,18,0,FALSE,-18.3767484293875
"dissatisfied","Loyal Customer",35,"Business travel","Eco Plus",1475,1,5,5,5,1,2,1,1,1,2,4,3,4,1,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",33,"Business travel","Eco Plus",2274,1,4,4,4,1,2,1,1,2,2,4,2,3,1,7,1,FALSE,-6.60940810793052
"dissatisfied","Loyal Customer",38,"Business travel","Business",121,1,3,3,3,3,4,4,2,2,2,1,1,2,3,0,16,FALSE,15.2425357329967
"satisfied","Loyal Customer",49,"Business travel","Business",741,4,4,4,4,2,5,5,2,2,2,2,3,2,5,92,82,FALSE,-8.81158331918901
"satisfied","Loyal Customer",45,"Business travel","Business",3899,1,1,1,1,4,4,5,2,2,2,2,4,2,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",420,4,4,4,4,5,5,4,2,2,2,2,5,2,4,16,13,FALSE,-3.41905018912259
"dissatisfied","Loyal Customer",34,"Business travel","Eco Plus",1242,2,2,4,4,2,2,2,2,3,4,2,2,2,2,2,0,FALSE,-2.71516250726825
"dissatisfied","Loyal Customer",22,"Business travel","Business",3232,2,1,1,1,2,2,2,2,1,4,1,2,2,2,19,19,FALSE,-0.355597549519951
"dissatisfied","Loyal Customer",61,"Business travel","Eco Plus",353,2,3,3,3,3,2,2,2,2,2,2,3,2,2,10,12,FALSE,1.45404453167212
"dissatisfied","Loyal Customer",60,"Business travel","Eco",1115,2,4,5,4,3,1,2,2,2,2,2,4,2,3,0,11,FALSE,10.2425357329967
"satisfied","Loyal Customer",47,"Business travel","Business",908,5,5,5,5,4,4,5,2,2,2,2,3,2,5,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",45,"Business travel","Eco",1121,2,3,3,3,2,2,2,2,2,2,2,3,2,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",29,"Business travel","Business",5637,2,1,1,1,2,2,2,2,5,3,2,2,3,2,165,167,FALSE,4.73243091114198
"dissatisfied","Loyal Customer",41,"Business travel","Eco",2462,2,3,2,3,2,2,2,2,2,2,2,3,3,2,114,106,FALSE,-6.34626396210297
"dissatisfied","Loyal Customer",41,"Business travel","Eco",1803,2,3,4,3,2,2,2,2,1,3,3,4,3,2,30,27,FALSE,-3.12293787097693
"dissatisfied","Loyal Customer",63,"Business travel","Eco Plus",2005,2,2,2,2,2,2,2,2,1,2,4,4,4,2,0,2,FALSE,1.24253573299665
"dissatisfied","Loyal Customer",49,"Business travel","Business",2340,2,2,2,2,2,2,2,1,3,3,3,2,1,2,31,17,FALSE,-14.1017869911094
"dissatisfied","Loyal Customer",61,"Business travel","Eco",1352,2,1,1,1,2,2,2,2,4,5,3,2,3,2,5,10,FALSE,4.34829013233439
"dissatisfied","Loyal Customer",27,"Business travel","Business",2987,2,1,1,1,2,2,2,2,2,3,3,3,4,2,66,67,FALSE,1.63849380425477
"dissatisfied","Loyal Customer",64,"Business travel","Business",1565,2,4,4,4,3,2,2,2,2,2,2,1,2,4,22,7,FALSE,-15.2921449099173
"dissatisfied","Loyal Customer",56,"Business travel","Business",1973,2,2,4,2,4,4,3,2,2,2,2,3,2,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",65,"Business travel","Business",1280,2,2,2,2,3,2,3,2,2,2,2,4,2,2,10,0,FALSE,-10.5459554683279
"satisfied","Loyal Customer",24,"Business travel","Business",2041,2,2,2,2,2,2,2,2,4,5,4,5,5,2,4,0,FALSE,-4.67286074753316
"satisfied","Loyal Customer",24,"Business travel","Business",2576,4,3,4,4,2,2,2,2,2,5,5,1,1,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",27,"Business travel","Business",2342,2,4,4,4,2,2,2,2,1,1,3,2,3,2,49,19,FALSE,-29.7210711534935
"dissatisfied","Loyal Customer",79,"Business travel","Business",1610,2,3,3,3,2,4,4,2,2,2,2,4,2,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",50,"Business travel","Business",865,2,2,2,2,2,3,3,2,2,2,2,4,2,1,25,3,FALSE,-22.2286922703147
"dissatisfied","Loyal Customer",23,"Business travel","Business",4052,2,4,4,4,2,2,2,2,3,1,3,4,2,2,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",45,"Business travel","Eco Plus",2804,2,2,3,3,2,2,2,2,1,5,2,3,1,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",35,"Business travel","Business",4021,2,4,3,4,1,3,3,2,2,2,2,4,2,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",52,"Business travel","Business",3696,2,4,4,4,3,3,3,2,2,2,2,3,2,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",45,"Business travel","Business",3600,4,4,4,4,5,4,5,2,2,2,2,4,2,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Business travel","Eco",1556,2,3,3,3,2,2,2,2,3,4,3,3,4,2,1,0,FALSE,-1.7363133871358
"dissatisfied","Loyal Customer",36,"Business travel","Eco",1839,2,2,2,2,2,2,2,2,3,3,3,3,3,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",36,"Business travel","Eco",1826,2,5,5,5,2,2,2,2,3,4,3,2,3,2,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",38,"Business travel","Business",2826,2,5,5,5,5,4,3,2,2,2,2,1,2,4,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",33,"Business travel","Eco",2157,2,1,1,1,2,2,2,2,3,2,3,2,3,2,0,1,FALSE,0.242535732996651
"dissatisfied","Loyal Customer",42,"Business travel","Business",274,2,3,3,3,1,4,3,2,2,2,2,4,2,3,0,0,FALSE,-0.757464267003349
"dissatisfied","Loyal Customer",16,"Business travel","Eco Plus",2032,2,1,5,1,2,2,2,2,1,5,4,2,4,2,8,4,FALSE,-4.58825722806297
